series,rating_avg,genres,pages,publication_type,publication_info,author_books,author_followers
False,3.95,"School,Short Stories",112 pages, Paperback,"First published September 1, 2006",82,56
True,4.13,"Fantasy,Fiction,Epic Fantasy,Science Fiction Fantasy,High Fantasy,Dragons,Science Fiction",441 pages, Mass Market Paperback,"First published November 1, 1993",653,5459
False,3.62,"Horror,Fiction,Japan,Japanese Literature,Thriller,Crime,Mystery",180 pages, Hardcover,"First published January 1, 1997",254,3034
False,3.8,"Poetry,Queer,LGBT,Fiction,Romance,Lesbian,Literary Fiction",128 pages, Hardcover,"First published February 7, 2023",2,84
False,4.5,"Nonfiction,Memoir,Canada,Biography,Audiobook,Biography Memoir,Autobiography",368 pages, ebook,"First published August 6, 2019",3,514
True,3.66,"Romance,Contemporary Romance,Adult,Contemporary,Menage,Erotica,Mystery",Kindle Edition,Kindle Edition,"First published May 1, 2015",30,770
True,3.79,"Romance,New Adult,Contemporary Romance,Contemporary,Erotica,College,Young Adult",233 pages, Paperback,"First published February 10, 2015",18,2933
True,4.12,"Romantic Suspense,Suspense,Mystery,Romance,Thriller,Crime,Fiction",344 pages, Mass Market Paperback,"First published May 29, 2007",94,1336
True,3.82,,251 pages, Mass Market Paperback,"First published May 1, 1988",15,4
False,3.91,"Nonfiction,Reference",160 pages, Hardcover,"First published January 1, 2010",22,81
False,3.86,"Fiction,Historical Fiction,LGBT,Magical Realism,Literary Fiction,Fantasy,Russia",350 pages, Hardcover,"First published April 5, 2022",1,book60
True,4.29,"Fantasy,Magic,Dragons,Urban Fantasy,Fiction,Science Fiction Fantasy,High Fantasy",400 pages, Audiobook,"First published May 16, 2014",51,1717
True,4.05,"Historical Romance,Romance,Historical,Historical Fiction,Adult,Scotland,Victorian",320 pages, Mass Market Paperback,"First published October 7, 2014",221,7100
False,4.15,"Nonfiction,Russia,Politics,History,Journalism,War,Russian Literature",288 pages, Paperback,"First published January 1, 2004",10,254
True,3.68,"Mystery,Crime,Fiction,Sweden,Thriller,Scandinavian Literature,Swedish Literature",338 pages, Paperback,"First published January 1, 1998",79,256
True,3.96,"Fantasy,Young Adult,Romance,Dystopia,Paranormal,Dragons,Fiction",406 pages, Hardcover,"First published January 29, 2013",31,4646
False,3.75,"Science Fiction,Fiction,Fantasy,Dystopia,Aliens",382 pages, Paperback,"First published March 20, 2012",4,56
True,3.78,"Paranormal,Vampires,Paranormal Romance,Romance,Fantasy,Erotica,Demons",322 pages, Kindle Edition,"First published November 6, 2011",34,1171
False,3.24,"Science Fiction,Dying Earth,Fantasy,Fiction",150 pages, Paperback,"First published January 1, 2005",66,988
False,3.65,"History,Nonfiction,Ancient History",288 pages, Paperback,"First published May 1, 2002",76,43
False,3.82,"Fiction,Portugal,Magical Realism,Literature,Portuguese Literature,Nobel Prize,Novels",272 pages, Paperback,"First published January 1, 1986",278,14.9k
False,3.58,"Fiction,Mystery,Contemporary,Literary Fiction,Adult,Adult Fiction,Mystery Thriller",350 pages, Hardcover,"First published February 7, 2017",12,2246
True,3.74,"Mystery,Crime,Fiction,Cozy Mystery,Murder Mystery,Australia,Audiobook",352 pages, Paperback,"First published June 2, 2021",30,139
True,4.15,"Mystery,Thriller,Fiction,Horror,Mystery Thriller,Suspense,Crime",740 pages, Mass Market Paperback,"First published August 3, 2004",157,12k
False,3.72,"Fiction,Mystery,Thriller,Mystery Thriller,Audiobook,Suspense,Contemporary",391 pages, Hardcover,"First published May 31, 2016",10,2775
True,3.25,,298 pages, Paperback,"First published January 1, 2019",28,6
False,3.0,,224 pages, Kindle Edition,"First published December 1, 1996",20,5
False,4.04,"Music,Biography,Nonfiction,History,Classical Music",280 pages, Hardcover,"First published September 1, 1995",30,14
False,3.83,"Horror,Fiction,Fantasy,Thriller,Mystery,Supernatural,Suspense",896 pages, Paperback,"First published January 1, 1994",1952,841k
False,4.08,"Fiction,Mystery,Southern,Contemporary,Literary Fiction,Adult,Historical Fiction",304 pages, Hardcover,"First published February 21, 2023",8,247
True,4.45,"Christian Fiction,Fiction,Contemporary,Romance,Christian,Historical Fiction,Adoption",384 pages, Paperback,"First published September 8, 2020",5,665
False,3.56,"Fiction,Philosophy,Novels,Spirituality,Fantasy,Magical Realism,Inspirational",320 pages, Hardcover,"First published September 1, 2006",302,133k
False,3.88,"Historical Fiction,India,Fiction",553 pages, Paperback,"First published June 13, 1991",49,15
True,3.81,"Urban Fantasy,Fantasy,Paranormal,Vampires,Romance,Paranormal Romance,Fiction",496 pages, Hardcover,"First published March 21, 2023",357,24.6k
False,4.02,"Fantasy,Historical Fiction,Young Adult,Fiction,Adventure,Historical,Spanish Literature",224 pages, Hardcover,"First published January 1, 2001",116,6063
True,4.13,"Dystopia,Young Adult,Science Fiction,Fiction,Middle Grade,Childrens,Fantasy",208 pages, Hardcover,"First published April 25, 2006",103,6027
True,4.22,"Fantasy,Humor,Fiction,Comedy,Science Fiction Fantasy,Science Fiction,Comic Fantasy",102 pages, Paperback,"First published January 1, 1995",102,81
True,4.03,"Mystery,Fiction,Thriller,Crime,Suspense,Mystery Thriller,Audiobook",448 pages, Kindle Edition,"First published October 1, 2004",339,118k
True,4.0,"Mystery,Cozy Mystery,Fiction,Humor,Romance,Adult,Animals",304 pages, Hardcover,"First published July 8, 2008",86,1850
False,4.38,,183 pages, Kindle Edition,"First published June 17, 2019",11,631
True,4.28,"Urban Fantasy,Fantasy,Paranormal,Romance,Vampires,Werewolves,Paranormal Romance",290 pages, Paperback,"First published March 1, 2011",141,28.5k
True,4.06,"Fantasy,Fiction,Epic Fantasy,Science Fiction Fantasy,Epic,Adventure,Magic",353 pages, Hardcover,"First published August 24, 2010",420,77.4k
False,4.17,"Nonfiction,History,Biography,Feminism,Audiobook,Biography Memoir,Historical",176 pages, Hardcover,"First published November 5, 2019",10,149
True,4.48,"Nonfiction,Animals,Memoir,Biography,Classics,Humor,Autobiography",370 pages, Paperback,"First published August 15, 1992",286,2892
True,4.17,"Urban Fantasy,Fantasy,Paranormal,Magic,Vampires,Romance,Adult",356 pages, Mass Market Paperback,"First published February 28, 2012",90,11.6k
True,4.31,"Fantasy,Young Adult,Magic,Adventure,Fiction,Young Adult Fantasy,Demons",368 pages, Hardcover,"First published May 10, 2016",21,4117
False,3.85,"Young Adult,Fantasy,Romance,Magical Realism,Fiction,Contemporary,Audiobook",400 pages, Hardcover,"First published May 16, 2017",19,110k
True,3.69,"Romance,Paranormal Romance,Paranormal,Werewolves,Shapeshifters,Fantasy,Fiction",456 pages, Paperback,"First published August 1, 1994",71,322
False,3.98,"History,Nonfiction,American History,Historical,Railways,Westerns,19th Century",432 pages, Paperback,"First published August 29, 2000",196,2095
False,3.72,"Fiction,India,Historical Fiction,Adult",448 pages, Paperback,"First published January 1, 2001",19,304
False,3.42,"Fiction,Mystery,Fantasy,Thriller,Gothic,Mystery Thriller,Contemporary",320 pages, Hardcover,"First published November 1, 2022",3,674
True,4.17,"Romance,New Adult,College,Fiction,Music,Contemporary Romance,Contemporary",388 pages, Paperback,"First published February 29, 2016",153,1774
False,4.0,"Biography,Nonfiction",264 pages, Hardcover,"First published June 1, 1993",8,4
False,4.07,"Historical Fiction,Fiction,Mystery,Historical,Audiobook,Mystery Thriller,Romance",492 pages, Hardcover,"First published January 1, 2015",29,23.7k
False,4.29,"Fiction,Feminism,Contemporary,LGBT,Literary Fiction,Short Stories,Queer",453 pages, Paperback,"First published May 2, 2019",66,4672
True,4.18,"Mystery,Fiction,Crime,Thriller,Detective,Mystery Thriller,Audiobook",436 pages, Paperback,"First published May 3, 2004",422,30.2k
True,3.94,"Mystery,Fiction,Thriller,Crime,Suspense,Mystery Thriller,Detective",448 pages, Mass Market Paperback,"First published September 28, 1996",285,2981
False,4.38,"Historical Fiction,Fiction,Historical,Literary Fiction,Race,African American,Novels",417 pages, Hardcover,"First published January 17, 2009",34,4619
False,3.75,"Fiction,Short Stories,Contemporary,Romance,Literary Fiction,Adult Fiction,Adult",217 pages, Hardcover,"First published March 22, 2010",58,6892
True,3.48,"Nonfiction,Africa,Biography,Memoir,Travel,Kenya,International",162 pages, Hardcover,"First published January 1, 2005",8,93
True,3.82,"Urban Fantasy,Fantasy,Vampires,Paranormal,Fiction,Supernatural,Mystery",338 pages, Paperback,"First published January 1, 2011",72,4145
True,3.9,"Steampunk,Fantasy,Romance,Paranormal,Vampires,Urban Fantasy,Fiction",357 pages, Mass Market Paperback,"First published September 4, 2009",57,15.1k
False,3.85,"Biography,Nonfiction,Autobiography,Self Help,Sports",256 pages, Paperback,"First published January 1, 2004",4,5
True,3.58,"Fantasy,Fiction,Epic Fantasy,High Fantasy,Science Fiction Fantasy,Science Fiction,Speculative Fiction",576 pages, Hardcover,"First published June 12, 2007",36,583
True,4.23,"Science Fiction,Fiction,Short Stories,Robots,Classics,Science Fiction Fantasy,Fantasy",496 pages, Mass Market Paperback,"First published January 1, 1990",4420,24.8k
False,4.02,"Graphic Novels,Memoir,Comics,Nonfiction,Graphic Novels Comics,Biography Memoir,Gardening",200 pages, Hardcover,"First published March 21, 2023",2,15
False,3.84,"Fiction,Politics,Religion,Spirituality,Fantasy,Humor,Contemporary",312 pages, Hardcover,"First published August 26, 2008",50,606
False,3.58,"Fiction,Thriller,Mystery,Literary Fiction,Historical Fiction,Contemporary,Mystery Thriller",260 pages, Hardcover,"First published August 18, 2015",39,18.4k
False,3.66,"Historical Fiction,Fiction,Holocaust,World War II,Historical,War,Poland",260 pages, Hardcover,"First published May 5, 2015",72,287
True,4.06,"Young Adult,Fantasy,Paranormal,Fiction,Mystery,Contemporary,Supernatural",282 pages, Paperback,"First published March 4, 2002",64,519
True,4.2,"Urban Fantasy,Paranormal,Ghosts,Fantasy,Magic,Witches,Romance",376 pages, Mass Market Paperback,"First published June 26, 2012",33,2541
True,3.5,History,368 pages, Hardcover,"First published December 1, 2005",1,book1
False,3.98,"Fiction,Contemporary,Mental Health,Audiobook,Adult,Adult Fiction,Literary Fiction",373 pages, Hardcover,"First published February 5, 2019",4,367
True,3.96,"Dark,BDSM,Erotica,Romance,Abuse,Suspense,Adult",258 pages, Paperback,"First published July 13, 2014",39,708
False,4.02,"Fantasy,Science Fiction,Fiction,Science Fiction Fantasy,Speculative Fiction,Time Travel,Mystery",496 pages, Paperback,"First published January 1, 1997",83,1013
True,4.05,"Mystery,Fiction,Crime,Thriller,Detective,Mystery Thriller,Suspense",374 pages, Hardcover,"First published October 13, 2009",421,30.2k
False,4.57,,128 pages, Paperback,"First published February 21, 2010",3,3
True,3.89,"Historical Fiction,Fiction,Historical,Italy,Audiobook,Roman,Adult Fiction",514 pages, Hardcover,"First published March 7, 2017",62,2730
False,3.96,"Fiction,Mystery,Thriller,Mystery Thriller,Crime,Suspense,Contemporary",336 pages, Hardcover,"First published January 13, 2015",16,34.8k
True,4.03,"Mystery,Fiction,Thriller,Suspense,Mystery Thriller,Romance,Crime",370 pages, Paperback,"First published January 1, 2004",294,6878
True,3.94,"Fiction,Christian Fiction,Christian,Ireland,Adult Fiction,Inspirational,Contemporary",399 pages, Hardcover,"First published October 1, 2010",116,2441
True,3.77,"Vampires,Supernatural,Paranormal,Fiction,Fantasy",252 pages, Paperback,"First published April 1, 1997",111,600
True,4.11,"Mystery,Fiction,Crime,British Literature,Audiobook,Detective,Mystery Thriller",322 pages, Kindle Edition,"First published January 1, 2011",110,7133
True,4.11,"Lds,Lds Fiction,Religion,Historical Fiction,Fiction,Historical,Church",804 pages, Hardcover,"First published January 1, 2009",62,699
False,3.23,"Memoir,Nonfiction,Chick Lit,Biography,Humor,Biography Memoir,Audiobook",288 pages, Hardcover,"First published January 1, 2007",11,49
False,3.83,,491 pages, Paperback,"First published January 1, 1993",561,1061
True,3.6,"Chick Lit,Fiction,Romance,Humor,Audiobook,Contemporary,Adult Fiction",327 pages, Hardcover,"First published June 12, 2007",25,1646
False,3.89,Fiction,76 pages, Paperback,"First published June 27, 2007",6,16
False,4.15,"Nonfiction,History,Biography,World War II,War,Historical,Audiobook",352 pages, Hardcover,"First published March 28, 2019",11,355
False,4.02,"Graphic Novels,Comics,Religion,Fiction,Art,Mythology,Graphic Novels Comics",224 pages, Hardcover,"First published January 1, 2009",498,479
True,4.37,"Graphic Novels,Comics,Fantasy,Fiction,Young Adult,Adventure,Graphic Novels Comics",184 pages, Paperback,"First published January 1, 2001",610,1338
True,4.0,"Historical Fiction,Mystery,Fiction,Historical,Gothic,Victorian,British Literature",586 pages, Hardcover,"First published January 1, 2008",191,222
False,4.14,"Business,Nonfiction,Leadership,Management,Self Help,Buisness,Entrepreneurship",300 pages, Hardcover,"First published November 1, 2001",35,2212
True,3.57,"Romance,Young Adult,Contemporary,Fiction,Retellings,Audiobook,Young Adult Contemporary",400 pages, Hardcover,"First published March 3, 2020",8,217
False,4.28,"Fiction,LGBT,Contemporary,Audiobook,Book Club,Adult,Family",327 pages, Hardcover,"First published January 4, 2017",22,3231
True,3.71,"Fiction,Humor,Mystery,Comedy,Adult Fiction,Germany,Literature",144 pages, Paperback,"First published January 1, 2004",531,11.9k
False,3.81,"Fiction,Ireland,Irish Literature,Contemporary,Literary Fiction,Poetry,Novels",223 pages, Paperback,"First published May 1, 2016",18,186
True,4.14,"Young Adult,Science Fiction,Fantasy,Dystopia,Fiction,Romance,Audiobook",353 pages, Hardcover,"First published September 12, 2017",51,135k
False,3.74,"Economics,Politics,Nonfiction,History,Finance,Business,Money",256 pages, Hardcover,"First published April 15, 2008",61,77
True,4.08,"Mystery,Historical Fiction,Fiction,Historical,Medieval,Historical Mystery,Crime",245 pages, Mass Market Paperback,"First published April 1, 1991",296,1059
True,3.87,"Mystery,Thriller,Fiction,Crime,Audiobook,Suspense,Mystery Thriller",400 pages, Hardcover,"First published July 18, 2023",11,1738
False,3.66,"Politics,Political Science,History,Nonfiction,International Relations,European History",310 pages, Paperback,"First published January 6, 1983",48,17
False,4.09,"Nonfiction,Biography Memoir",688 pages, Hardcover,"First published November 1, 1996",58,320
True,3.47,"Fantasy,Dragons,Young Adult,Fiction,Adventure,Magic,Adult",304 pages, Hardcover,"First published September 1, 2004",3,19
False,3.8,"Crime,Thriller,Fiction,Mystery,Scandinavian Literature,Mystery Thriller,Nordic Noir",265 pages, Paperback,"First published January 1, 2008",147,21k
True,4.02,"Romance,Contemporary Romance,Contemporary,Military Fiction,Adult,Erotica,Military Romance",173 pages, Nook,"First published October 20, 2012",75,7508
False,4.03,"Romance,Contemporary,Contemporary Romance,New Adult,Adult,Fiction,Audiobook",453 pages, Kindle Edition,"First published August 24, 2017",27,8006
True,3.86,"Urban Fantasy,Paranormal,Vampires,Fantasy,Romance,Paranormal Romance,Fiction",356 pages, Hardcover,"First published June 1, 2010",356,24.6k
True,3.75,"Historical Fiction,Mystery,Fiction,Historical,Thriller,Germany,Mystery Thriller",448 pages, Kindle Edition,"First published March 13, 2008",34,2062
True,3.79,"Young Adult,Vampires,Fantasy,Paranormal,Romance,Paranormal Romance,Supernatural",329 pages, Hardcover,"First published March 24, 2009",85,13.5k
False,3.57,"Fiction,Africa,South Africa,African Literature,Literature,Animals,Fantasy",230 pages, Paperback,"First published January 1, 2005",39,245
False,4.15,"Science Fiction,Fiction,Classics,Science Fiction Fantasy,Space,Novels,Fantasy",580 pages, Mass Market Paperback,"First published January 1, 1985",150,11.6k
False,3.83,"Nonfiction,History,Feminism,Politics,Historical,Womens,Audiobook",384 pages, Hardcover,"First published September 6, 2022",19,967
True,4.03,"Mystery,Thriller,Crime,Fiction,Suspense,Mystery Thriller,Detective",368 pages, Hardcover,"First published September 12, 2006",190,18.5k
False,3.86,"Fiction,Historical Fiction,Literary Fiction,Race,Short Stories,Literature,Novels",613 pages, Paperback,"First published June 1, 2010",25,161
